id,iri,term,synonyms,facet,level,parent_id,definition,definition_source,pathway_stage,climate_scope,adaptation_tag,adaptation_condition,mitigation_tag,is_hazard,provenance,status,version
CRK_150,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/CRK_150,Land degradation,soil function loss,Climate risk,4,CRK_144,"Soil hazard characterised by a negative trend in land condition, caused by direct or indirect human-induced processes including anthropogenic climate change, expressed as a long-term reduction or loss of biological productivity, ecological integrity, or value to humans.",IPCC SRCCL Glossary: Land degradation,Rationale,Adaptation,Adaptation-conditional,"Climate risk counts as adaptation when the text attributes it to climate change, climate variability, or a named climate hazard (for example climate-induced, climate-driven, exacerbated by warming, or due to changing rainfall), OR when it is the stated target of an adaptation-specific intervention, climate service, or early-warning action; NOT adaptation when it is described as a routine pest, sanitary, food-safety, land-management, or general social or economic problem with no climate framing.",n/a,TRUE,Domain expert; Lexicon consensus,current,5.0.0-draft
CRK_159,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/CRK_159,Marine hazard,ocean hazard; oceanic hazard,Climate risk,3,CRK_161,"Abiotic hazard originating in the ocean, comprising changes and events in sea level, temperature, chemistry, and circulation that can harm coastal, marine, and dependent agricultural and ecological systems.",IPCC SROCC,Rationale,Adaptation,Adaptation-specific,Intrinsic,n/a,TRUE,Domain expert; Restructure (v5),current,5.0.0-draft
CRK_127,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/CRK_127,Sea-level rise,SLR,Climate risk,4,CRK_159,"Marine hazard characterised by the rise in the mean level of the ocean, driven by thermal expansion of seawater and loss of land ice, which exacerbates coastal flooding, erosion, and saltwater intrusion.",IPCC SROCC Ch.4: Sea level rise,Rationale,Adaptation,Adaptation-specific,Intrinsic,n/a,TRUE,Domain expert,current,5.0.0-draft
CRK_128,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/CRK_128,Storm surge,coastal surge,Climate risk,4,CRK_159,"Marine hazard characterised by the temporary rise in coastal water level above the predicted tide, driven by the winds and low atmospheric pressure of a storm, causing coastal flooding and damage.",IPCC SROCC Ch.4; IPCC AR6 WGI Annex VII: Storm surge,Rationale,Adaptation,Adaptation-specific,Intrinsic,n/a,TRUE,Domain expert,current,5.0.0-draft
CRK_132,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/CRK_132,Marine heatwave,MHW,Climate risk,4,CRK_159,"Marine hazard characterised by a period of abnormally high ocean temperature at a given location and time of year, lasting from days to months, with the potential to harm fisheries, aquaculture, and marine ecosystems.",IPCC SROCC Ch.5.2.1: Marine heatwave,Rationale,Adaptation,Adaptation-specific,Intrinsic,n/a,TRUE,Domain expert,current,5.0.0-draft
CRK_133,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/CRK_133,Ocean warming,sea temperature rise; ocean heating,Climate risk,4,CRK_159,"Marine hazard characterised by a gradual, sustained increase in ocean heat content and sea-surface temperature, altering marine productivity, species distributions, and fishery yields.",IPCC SROCC Ch.5: Ocean warming,Rationale,Adaptation,Adaptation-specific,Intrinsic,n/a,TRUE,Domain expert,current,5.0.0-draft
CRK_134,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/CRK_134,Ocean acidification,OA,Climate risk,4,CRK_159,"Marine hazard characterised by a reduction in the pH of ocean water caused by the uptake of atmospheric carbon dioxide, impairing calcifying organisms, fisheries, and aquaculture.",IPCC SROCC Ch.5: Ocean acidification,Rationale,Adaptation,Adaptation-specific,Intrinsic,n/a,TRUE,Domain expert,current,5.0.0-draft
CRK_135,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/CRK_135,Ocean deoxygenation,ocean oxygen loss; ocean hypoxia,Climate risk,4,CRK_159,"Marine hazard characterised by a decline in the dissolved oxygen content of ocean waters, driven by warming and altered circulation, which stresses marine organisms and contracts viable fish habitat.",IPCC SROCC Ch.5: Ocean deoxygenation,Rationale,Adaptation,Adaptation-specific,Intrinsic,n/a,TRUE,Domain expert,current,5.0.0-draft
CRK_151,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/CRK_151,Compound hazard,Compound climate event,Climate risk,2,CRK_100,"Climate hazard arising from the combination of multiple drivers and/or hazards that contribute to societal or environmental risk, whether occurring simultaneously, in sequence, or compounding over time.",IPCC AR6 WGI Ch.11: Compound events,Rationale,Adaptation,Adaptation-specific,Intrinsic,n/a,TRUE,Domain expert,current,5.0.0-draft
CRK_160,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/CRK_160,Cascading hazard,Cascading climate impact; cascading impacts,Climate risk,2,CRK_100,"Climate hazard characterised by a chain of events in which an initial hazard triggers one or more secondary hazards or impacts, propagating across systems and sectors to amplify overall consequences.",IPCC AR6 WGI Ch.11: Compound and cascading events,Rationale,Adaptation,Adaptation-specific,Intrinsic,n/a,TRUE,Domain expert; Restructure (v5),current,5.0.0-draft
CRK_163,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/CRK_163,Climate exposure,exposure to climate; exposure to climate hazards; exposure to climate change; climate-exposed; exposed to climate risk,Climate risk,1,,"Climate risk component referring to the presence of people, livelihoods, species, ecosystems, infrastructure, or assets in places and settings that could be adversely affected by climate hazards.",IPCC AR6 WGII Glossary (Exposure),Rationale,Adaptation,Adaptation-specific,Intrinsic,n/a,TRUE,PRMS pilot,current,5.0.0-draft
CRK_164,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/CRK_164,Climate vulnerability,climate-vulnerable; vulnerable to climate; vulnerable to climate risks; vulnerability to climate change,Climate risk,1,,"Climate risk component comprising the propensity of a system, community, or household to be adversely affected by climate variability and change, including sensitivity to harm and limited capacity to cope and adapt.",IPCC AR6 WGII Glossary (Vulnerability),Rationale,Adaptation,Adaptation-specific,Intrinsic,n/a,TRUE,Domain expert; Lexicon consensus,current,5.0.0-draft
CRK_165,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/CRK_165,Climate sensitivity,climate-sensitive; sensitive to climate; sensitivity to climate; sensitivity to climate change; fragility,Climate risk,1,,"Climate vulnerability component, comprising the degree to which a system, species, or activity is affected, beneficially or adversely, by a given change in climate conditions or by a climate hazard. Named in full to avoid collision with the physical-science term climate sensitivity, which denotes the warming response to a doubling of atmospheric carbon dioxide.",IPCC AR6 WGII Glossary (Sensitivity),Rationale,Adaptation,Adaptation-specific,Intrinsic,n/a,TRUE,Domain expert; Lexicon consensus,current,5.0.0-draft
CRK_11,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/CRK_11,Tipping point,critical threshold,Climate risk,1,,"Critical threshold beyond which a system reorganises, often abruptly and/or irreversibly, in response to a relatively small additional change in conditions such as climate forcing.",IPCC AR6 WGI Glossary: Tipping point,Cross-cutting,Adaptation,Adaptation-specific,Intrinsic,n/a,TRUE,Domain expert,current,5.0.0-draft
CRK_09,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/CRK_09,Climate shock,climate event; extreme climate event; acute shock; Climate-related shock; Climate extreme; extreme weather event,Climate risk,2,CRK_100,"Climate hazard with an acute temporal profile, marked by sudden, severe onset, such as a flood, storm, or rapid drought onset, that causes rapid harm, as distinct from a slow-onset stressor.",IPCC AR6 WGII Glossary (Extreme weather event); resilience literature,Cross-cutting,Adaptation,Adaptation-specific,Intrinsic,n/a,TRUE,Domain expert,current,5.0.0-draft
CRK_10,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/CRK_10,Climate stressor,slow-onset stressor; chronic climate stress; climate stress; under climate stress,Climate risk,2,CRK_100,"Climate hazard with a chronic temporal profile, taking the form of a slow-onset or progressive pressure or trend, such as warming, shifting rainfall seasonality, or salinization, that gradually erodes a system, as distinct from an acute shock.",IPCC AR6 WGII Glossary (Slow onset events); resilience literature,Cross-cutting,Adaptation,Adaptation-specific,Intrinsic,n/a,TRUE,Domain expert,current,5.0.0-draft
CRK_166,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/CRK_166,Climate security,climate-security nexus; climate and security; climate-related security risk,Climate risk,1,,"Dimension of climate risk describing the ways in which climate variability and change interact with social, economic, and political conditions to affect human security, including risks to livelihoods, to food and water access, to mobility, and to peace and stability.",IPCC AR6 WGII Ch.7,Rationale,Adaptation,Adaptation-specific,Intrinsic,n/a,TRUE,PRMS pilot,current,5.0.0-draft
CDI_01,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/CDI_01,Greenhouse gas,GHG,Climate driver,1,,"Gaseous constituent of the atmosphere, both natural and anthropogenic, that absorbs and re-emits infrared radiation and thereby contributes to warming of the lower atmosphere; the principal agricultural gases are carbon dioxide, methane, and nitrous oxide.",IPCC AR6 WGI,Rationale,Mitigation,n/a,n/a (mitigation),Mitigation-specific,FALSE,Lexicon consensus,current,5.0.0-draft
CDI_02,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/CDI_02,Carbon dioxide,CO₂,Climate driver,2,CDI_01,"Greenhouse gas released by respiration, combustion of carbon-bearing fuels, and land-use change, and the reference gas against which the warming effect of other gases is measured.",IPCC AR6 WGI,Rationale,Mitigation,n/a,n/a (mitigation),Mitigation-specific,FALSE,Lexicon consensus,current,5.0.0-draft
CDI_03,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/CDI_03,Methane,CH4,Climate driver,2,CDI_01,"Greenhouse gas emitted by anaerobic processes such as enteric fermentation, flooded rice cultivation, and manure storage, with a high near-term warming effect.",IPCC AR6 WGI,Rationale,Mitigation,n/a,n/a (mitigation),Mitigation-specific,FALSE,Lexicon consensus,current,5.0.0-draft
CDI_04,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/CDI_04,Nitrous oxide,N2O,Climate driver,2,CDI_01,"Greenhouse gas emitted mainly from soils following nitrogen inputs and from manure management, with a high global warming potential and long atmospheric lifetime.",IPCC AR6 WGI,Rationale,Mitigation,n/a,n/a (mitigation),Mitigation-specific,FALSE,Lexicon consensus,current,5.0.0-draft
CDI_05,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/CDI_05,Emission source,greenhouse gas source; GHG source,Climate driver,1,,"Process or activity that releases greenhouse gases to the atmosphere; in agri-food systems the principal sources include livestock digestion, flooded soils, nitrogen inputs, and land-use change.",IPCC 2006 Guidelines for National Greenhouse Gas Inventories,Rationale,Mitigation,n/a,n/a (mitigation),Mitigation-specific,FALSE,Restructure (v5),current,5.0.0-draft
CDI_06,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/CDI_06,Enteric fermentation,rumen fermentation,Climate driver,2,CDI_05,"Emission source consisting of the microbial digestion of feed in the digestive tract of ruminant livestock, which releases methane as a by-product.",IPCC 2006 Guidelines; AGROVOC,Rationale,Mitigation,n/a,n/a (mitigation),Mitigation-specific,FALSE,Lexicon consensus,current,5.0.0-draft
CDI_07,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/CDI_07,Nitrogen fixation,N fixation,Climate driver,2,CDI_05,"Emission source consisting of the conversion of atmospheric nitrogen into reactive forms in soils and by leguminous plants, adding to the soil nitrogen available for nitrous oxide emission.",AGROVOC; IPCC,Rationale,Mitigation,n/a,n/a (mitigation),Mitigation-specific,FALSE,Lexicon consensus,current,5.0.0-draft
CDI_08,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/CDI_08,Climate change,long-term climate trend; Global warming,Climate driver,1,,"Change in the state of the climate that can be identified by changes in the mean and/or variability of its properties and that persists for an extended period, typically decades or longer.",IPCC AR6 WGI Glossary: Climate change,Cross-cutting,Adaptation,Adaptation-specific,Intrinsic,n/a,FALSE,Domain expert,current,5.0.0-draft
CDI_09,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/CDI_09,Climate variability,interannual variability; seasonal variability,Climate driver,1,,"Deviations of climate variables from a given mean state, including the occurrence of extremes, at all spatial and temporal scales beyond that of individual weather events.",IPCC AR6 WGI Annex VII Glossary: Climate variability,Cross-cutting,Adaptation,Adaptation-specific,Intrinsic,n/a,FALSE,Domain expert; Lexicon consensus,current,5.0.0-draft
