change,ID,term,facet,level (v5),parent (v5),field changed,value in v4,value in v5,why
ADDED,OUT_132,Monitoring tool,Output,L1,(top level),(new concept),(not present in v4),"Output comprising a tool for systematic tracking of conditions, implementation or results.  [source: CGIAR portfolio output category (no external reference)]",added by the 3 Sep cleanup from Andreea's lists
ADDED,OUT_133,Dashboard,Output,L1,(top level),(new concept),(not present in v4),Output comprising a visual interface that consolidates indicators and data streams for at-a-glance monitoring and decision support.  [source: CGIAR portfolio output category (no external reference)],added by the 3 Sep cleanup from Andreea's lists
ADDED,OUT_134,Repository,Output,L1,(top level),(new concept),(not present in v4),"Output comprising a curated store where datasets, documents or materials are deposited, preserved and made accessible.  [source: AGROVOC: databases; FAIR data repositories]",added by the 3 Sep cleanup from Andreea's lists
ADDED,OUT_135,Agro-climatic bulletin,Output,L2,OUT_029 Bulletin,(new concept),(not present in v4),Bulletin that communicates weather and climate information tailored to agricultural decisions for a season or locality.  [source: WMO (agrometeorological bulletins); FAO],added by the 3 Sep cleanup from Andreea's lists
ADDED,STK_066,Farmer,Stakeholder,L2,STK_001 Producer,(new concept),(not present in v4),Producer who cultivates crops or raises livestock on a farm holding.  [source: AGROVOC: farmers],added by the 3 Sep cleanup from Andreea's lists
ADDED,STK_067,Worker,Stakeholder,L1,(top level),(new concept),(not present in v4),"Actor category comprising people employed for labour in agri-food systems - on farms, in processing, distribution and services.  [source: ILO (agricultural workers / decent work)]",added by the 3 Sep cleanup from Andreea's lists
ADDED,STK_068,Community,Stakeholder,L2,STK_009 Social group,(new concept),(not present in v4),Social group comprising communities with high exposure or sensitivity to climate hazards and limited adaptive capacity.  [source: AGROVOC: communities],added by the 3 Sep cleanup from Andreea's lists
ADDED,STK_069,Water management organization,Stakeholder,L2,STK_039 Civil society,(new concept),(not present in v4),"Civil society organisation that manages water allocation, infrastructure or use on behalf of its members, such as a water user association.  [source: IWRM (water users' associations)]",added by the 3 Sep cleanup from Andreea's lists
ADDED,STK_070,Scaling partner,Stakeholder,L1,(top level),(new concept),(not present in v4),"Actor category comprising organisations that carry innovations to scale through delivery networks, investment or policy channels.  [source: CGIAR partnership category (no external reference)]",added by the 3 Sep cleanup from Andreea's lists
ADDED,STK_071,Public partner,Stakeholder,L1,(top level),(new concept),(not present in v4),Actor category comprising government and public-sector organisations engaged as partners in research or delivery.  [source: CGIAR partnership category (no external reference)],added by the 3 Sep cleanup from Andreea's lists
ADDED,STK_072,Private partner,Stakeholder,L1,(top level),(new concept),(not present in v4),Actor category comprising private-sector companies engaged as partners in research or delivery.  [source: CGIAR partnership category (no external reference)],added by the 3 Sep cleanup from Andreea's lists
ADDED,STK_073,Service provider,Stakeholder,L1,(top level),(new concept),(not present in v4),"Actor category comprising organisations or individuals supplying services - advisory, financial, mechanisation or veterinary - to producers.  [source: FAO (pluralistic advisory services)]",added by the 3 Sep cleanup from Andreea's lists
ADDED,STK_074,Research institution,Stakeholder,L1,(top level),(new concept),(not present in v4),"Actor category comprising universities, institutes and centres conducting research.  [source: UN/FAO (research institutions; CGIAR)]",added by the 3 Sep cleanup from Andreea's lists
ADDED,SYS_106,Floodplain,System,L2,SYS_039 Natural ecosystem,(new concept),(not present in v4),"Natural ecosystem comprising low-lying land adjacent to rivers or lakes that is periodically inundated, supporting flood-recession agriculture, grazing and fisheries.  [source: AGROVOC: floodplains]",added by the 3 Sep cleanup from Andreea's lists
ADDED,SYS_107,Seed system,System,L1,(top level),(new concept),(not present in v4),"System comprising the actors, channels and institutions through which seed of crop varieties is produced, multiplied, distributed and accessed by farmers, spanning formal and informal channels.  [source: FAO; Integrated Seed Sector Development (ISSD)]",added by the 3 Sep cleanup from Andreea's lists
ADDED,SYS_108,Irrigated cropland,System,L1,(top level),(new concept),(not present in v4),"Agricultural land equipped for and cultivated under irrigation, where water control shapes cropping intensity and climate exposure.  [source: AGROVOC: irrigated land; FAO AQUASTAT]",added by the 3 Sep cleanup from Andreea's lists
ADDED,SYS_109,Farming system,System,L2,SYS_115 Production system,(new concept),(not present in v4),"Production system comprising the crops, livestock, trees, labour and resources that a farm household combines and manages as one production and livelihood unit.  [source: FAO (farming systems; Dixon et al. 2001)]",added by the 3 Sep cleanup from Andreea's lists
ADDED,SYS_110,Multifunctional landscape,System,L1,(top level),(new concept),(not present in v4),"Landscape managed to deliver multiple functions simultaneously - agricultural production, ecosystem services, biodiversity and livelihoods.  [source: FAO (multifunctional landscapes); landscape approach literature]",added by the 3 Sep cleanup from Andreea's lists
ADDED,SYS_111,Apiculture,System,L2,SYS_115 Production system,(new concept),(not present in v4),"Production system based on keeping honey-bee colonies for honey, other hive products and pollination services.  [source: AGROVOC: apiculture]",added by the 3 Sep cleanup from Andreea's lists
ADDED,SYS_112,Rangeland,System,L1,(top level),(new concept),(not present in v4),"Land system dominated by natural or semi-natural grasses, shrubs and open woodland, used primarily for extensive grazing of livestock.  [source: AGROVOC: rangelands; FAO]",added by the 3 Sep cleanup from Andreea's lists
ADDED,SYS_113,Supply chain,System,L1,(top level),(new concept),(not present in v4),"System comprising the sequence of actors and activities that move an agricultural product from input supply and production through aggregation, processing and distribution to consumption.  [source: FAO food value chains]",added by the 3 Sep cleanup from Andreea's lists
ADDED,SYS_114,Black soldier fly system,System,L3,SYS_018 Livestock system,(new concept),(not present in v4),Livestock system based on rearing black soldier fly larvae on organic residues to produce animal-feed protein and frass fertilizer.  [source: FAO (insects as food and feed); AGROVOC: Hermetia illucens (c_6d9f26e7)],added by the 3 Sep cleanup from Andreea's lists
ADDED,SYS_115,Production system,System,L1,(top level),(new concept),(not present in v4),"System organised to produce crops, livestock, fish or other agricultural outputs, combining land, water, labour and inputs.  [source: FAO (production systems)]",added by the 3 Sep cleanup from Andreea's lists
ADDED,SYS_116,Silvopastoral system,System,L4,SYS_076 Mixed crop-tree system,(new concept),(not present in v4),"Mixed crop-tree system including trees or shrubs, and pastures or animals, in some form of spatial arrangement or temporal sequence.  [source: AGROVOC: silvopastoral systems (c_16097) - scope note]",14 results; the trees-plus-livestock case of SYS_076
ADDED,SYS_117,Constructed wetland,System,L3,SYS_045 Wetland,(new concept),(not present in v4),"Wetland engineered to mimic natural wetland processes, using vegetation, soils and microbial assemblages to treat wastewater, manage stormwater runoff, create wildlife habitats and provide other ecosystem services.  [source: AGROVOC: constructed wetlands (c_331329); Ramsar Convention Art. 1.1 (wetland)]","Engineered, not natural. SYS_045 is explicitly defined as a NATURAL ecosystem, so the phrase contradicted its own owner's definition. Approved (row 5)."
ADDED,SYS_118,Seed supply chain,System,L2,SYS_113 Supply chain,(new concept),(not present in v4),"Supply chain comprising the network that produces, handles and distributes seed and planting material, encompassing the steps it takes to get it from supplier to farmer.  [source: AGROVOC: supply chains (c_9fbe9719); FAO seed systems (formal and informal seed supply)]",A distinct chain with its own actors. Approved (row 8).
RETIRED,ADP_06,Scaling,Adoption pathway,L1,(top level),(concept retired),"Stage of the adoption pathway at which the reach of an adaptation product, practice, service, or technology is expanded to more users, places, or scales beyond initial adoption.",successor: dropped,removed by Andreea in v5 draft
RETIRED,CRK_03,Exposure,Climate risk,L1,(top level),(concept retired),"Dimension of climate risk referring to the presence of people, livelihoods, species or ecosystems, environmental functions, services and resources, infrastructure, or economic, social, or cultural assets in places and settings that could be adversely affected by a climate hazard.",successor: CRK_163,removed by Andreea in v5 draft
RETIRED,CRK_04,Vulnerability,Climate risk,L1,(top level),(concept retired),"Dimension of climate risk referring to the propensity or predisposition to be adversely affected, encompassing sensitivity or susceptibility to harm and lack of capacity to cope and adapt.",successor: CRK_164,removed by Andreea in v5 draft
